# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 53K of event 'cycles:Pu'
# Event count (approx.): 44887177028
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  ...............  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf3116b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb2a898a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf634e8
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbadfa33d
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbabb5553
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc2acb7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc2be12
     0.00%  spgemm_cpu_exec  libc.so.6             [.] strlen@plt
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __mpn_divrem
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b274
     0.00%  spgemm_cpu_exec  libc.so.6             [.] memcpy@@GLIBC_2.14@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf2fd19
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf63476
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb4ba
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::__basic_file<char>::xsputn_2(char const*, long, char const*, long)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac2a436
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb40e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac2a445
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbadf54da
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb2a8996
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb2a89f1
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x00000000000fb482
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf312e1
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __mempcpy_avx_unaligned
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::locale::facet::_S_get_c_locale()@plt
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::new_allocator<std::pair<int, float> >::deallocate(std::pair<int, float>*, unsigned long)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbca9228
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe000a7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf31155
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e8f7
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e913
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbf04104
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012e8f4
     0.00%  spgemm_cpu_exec  libc.so.6             [.] sysmalloc
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcafb51
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcafb69
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac2b282
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00f30
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae6264d
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadbd68
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac2f545
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}>)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, __gnu_cxx::__ops::_Iter_comp_iter<spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)::{lambda(auto:1 const&, auto:2 const&)#1}>)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::capacity() const
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcac1d1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac2b253
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcafb61
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::pair<int, float>* std::__copy_move_backward_a2<true, std::pair<int, float>*, std::pair<int, float>*>(std::pair<int, float>*, std::pair<int, float>*, std::pair<int, float>*)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbabde12b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffc204b67c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00b93
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbabbc2c1
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc0f443
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00f90
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcbbd88
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb048d
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe015d7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae74176
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbadf8074
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc0992f
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00083
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc2bc20
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::istream& std::istream::_M_extract<float>(float&)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_M_destroy(std::allocator<char> const&)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb70c7
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] operator new(unsigned long)@plt
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::string::_Rep::_M_destroy(std::allocator<char> const&)
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb47
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae677cd
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103516
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbab45576
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaacea19
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae7a83a
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] _dl_lookup_symbol_x
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadbcf9
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012b25f
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc099de
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb2a66a6
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fb23
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae672a8
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe0155c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf0a758
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbadf82f1
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::istream::operator>>(int&)@plt
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae7a7f7
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x0000000000103500
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] 0x000000000012fafc
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae7a7e5
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc09a25
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00b94
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] check_match
     0.00%  spgemm_cpu_exec  libc.so.6             [.] unlink_chunk.constprop.0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc09860
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc09a9e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae66ea9
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae6262f
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadbf57
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadc11a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae671c6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae66f5e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae65681
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae67957
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbabbb45a
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae673f6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae66e74
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae658f4
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae672ef
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbc09a09
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae66e92
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae66e96
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] _dl_relocate_object
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe01556
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] fillin_rpath.isra.0
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] do_lookup_x
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] __GI___tunables_init
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] _dl_map_object_deps
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb047c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb36dac8
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > >::reserve(unsigned long)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00112
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::~vector()
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001db48
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x00000000000206bf
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf44c76
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaead9f0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf25634
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadf8e5
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf2599c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21e6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf257ac
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21fa
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaadf8e6
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] _dl_start
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf257cd
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21f6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaead98d
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaead947
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21ea
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21ee
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb21fe
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000002066b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaead96d
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf2e4e8
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<std::pair<int, float>, std::allocator<std::pair<int, float> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, float> > const&)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbb2ae02c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaeadb42
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbab22c36
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::_Ios_Openmode)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00b9c
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00121
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcc06f6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaa0b9fe
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaa09f2e
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaa0a0e6
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbca9255
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001db60
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe0008b
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001dae5
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > >::_S_max_size(std::allocator<std::pair<int, float> > const&)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac1594b
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, float> > const&)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbca92b8
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<int, std::allocator<int> >::size() const
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb0922
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaf2e60b
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbaa70f51
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbca92bf
     0.00%  spgemm_cpu_exec  libc.so.6             [.] _setjmp
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac158e0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbcb0943
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe000c8
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbca9210
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<std::pair<int, float>, std::allocator<std::pair<int, float> > >::_Vector_base(unsigned long, std::allocator<std::pair<int, float> > const&)
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe000b0
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbae625c2
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00005
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] memmove
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > >::vector(unsigned long, std::allocator<std::pair<int, float> > const&)
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __ctype_init
     0.00%  spgemm_cpu_exec  libc.so.6             [.] start_thread
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::_Hashtable<int, std::pair<int const, float>, std::allocator<std::pair<int const, float> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbac158f7
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe000b9
     0.00%  spgemm_cpu_exec  [unknown]             [k] 0xffffffffbbe00080
     0.00%  spgemm_cpu_exec  ld-linux-x86-64.so.2  [.] open_path
     0.00%  spgemm_cpu_exec  libc.so.6             [.] __strchr_avx2
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] omp_get_num_threads
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x0000000000016f14
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001dbe8
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001dbec
     0.00%  spgemm_cpu_exec  libgomp.so.1.0.0      [.] 0x000000000001dc1e
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::__basic_file<char>::is_open() const
     0.00%  spgemm_cpu_exec  libstdc++.so.6.0.30   [.] std::istream::operator>>(float&)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] omp_get_num_threads@plt
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] spgemm_cpu(CSRMatrix const&, CSRMatrix const&, CSRMatrix&)
     0.00%  spgemm_cpu_exec  spgemm_cpu_exec       [.] std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >::~unordered_map()


#
# (Cannot load tips.txt file, please install perf!)
#
